transaction_id,txn_date,year,year_month,customer_code,region,qty,unit_price,item_supply_amount,supply_amount,tax,total_amount,is_modified,invoice_type,issue_type,receipt_type
T0681,2025-04-30,2025,2025-04,C01,경상북도 안동시,1880620,370,695829400,695829400,69582940,765412340,N,세금계산서,ASP발급,청구
T0682,2025-04-30,2025,2025-04,C01,경상북도 안동시,264760,275,72809000,72809000,7280900,80089900,N,세금계산서,ASP발급,청구
T0683,2025-04-30,2025,2025-04,C08,경기도 용인시,17,20000,340000,840000,84000,924000,N,세금계산서,ASP발급,청구
T0684,2025-04-30,2025,2025-04,C08,경기도 용인시,268380,360,96616800,105809000,10580900,116389900,N,세금계산서,ASP발급,청구
T0685,2025-04-30,2025,2025-04,C21,서울특별시 은평구,57455,409,23499095,23499095,2349909,25849004,N,세금계산서,ASP발급,청구
T0686,2025-04-30,2025,2025-04,C03,서울특별시 송파구,140470,375,52676250,150392900,15039290,165432190,N,세금계산서,ASP발급,청구
T0687,2025-04-30,2025,2025-04,C03,서울특별시 송파구,300000,375,112500000,222000000,22200000,244200000,N,세금계산서,ASP발급,청구
T0688,2025-04-30,2025,2025-04,C03,서울특별시 송파구,312120,17,5306040,5815340,581534,6396874,N,세금계산서,ASP발급,청구
T0689,2025-04-30,2025,2025-04,C03,서울특별시 송파구,38420,17,653140,1924300,192430,2116730,N,세금계산서,ASP발급,청구
T0690,2025-04-30,2025,2025-04,C03,서울특별시 송파구,,,2189669,2189669,218966,2408635,N,세금계산서,ASP발급,청구
T0691,2025-04-30,2025,2025-04,C15,경기도 용인시,160900,380,61142000,70843700,7084370,77928070,N,세금계산서,ASP발급,청구
T0692,2025-04-30,2025,2025-04,C17,서울특별시 송파구,79640,370,29466800,29466800,2946680,32413480,N,세금계산서,ASP발급,청구
T0693,2025-04-30,2025,2025-04,C01,경상북도 안동시,53220,370,19691400,19691400,1969140,21660540,N,세금계산서,ASP발급,청구
T0694,2025-04-30,2025,2025-04,C43,경기도 성남시,11830,385,4554550,4554550,455455,5010005,N,세금계산서,ASP발급,청구
T0695,2025-04-30,2025,2025-04,C16,경기도 하남시,93300,385,35920500,100892500,10089250,110981750,N,세금계산서,ASP발급,청구
T0696,2025-04-30,2025,2025-04,C17,서울특별시 송파구,57380,375,21517500,21517500,2151750,23669250,N,세금계산서,ASP발급,청구
T0697,2025-04-30,2025,2025-04,C30,부산광역시 중구,,,4475534,4475534,447553,4923087,N,세금계산서,ASP발급,청구
T0698,2025-04-30,2025,2025-04,C29,서울특별시 금천구,137480,,1361100,1361100,136110,1497210,N,세금계산서,ASP발급,청구
T0699,2025-04-30,2025,2025-04,C04,부산광역시 수영구,12163195,9,109468755,109468755,10946875,120415630,N,세금계산서,ASP발급,청구
T0700,2025-04-30,2025,2025-04,C26,경기도 성남시,78080,370,28889600,28889600,2888960,31778560,N,세금계산서,ASP발급,청구
T0701,2025-05-02,2025,2025-05,C18,대구광역시 달서구,3,20000,60000,160000,16000,176000,N,세금계산서,인터넷발급,청구
T0702,2025-05-02,2025,2025-05,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0703,2025-05-02,2025,2025-05,C09,전라북도 전주시,1000000,365,365000000,365000000,36500000,401500000,N,세금계산서,ASP발급,청구
T0704,2025-05-02,2025,2025-05,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0705,2025-05-07,2025,2025-05,C28,경상남도 창녕군,8,20000,160000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0706,2025-05-12,2025,2025-05,C18,대구광역시 달서구,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0707,2025-05-12,2025,2025-05,C28,경상남도 창녕군,15,20000,300000,500000,50000,550000,N,세금계산서,인터넷발급,청구
T0708,2025-05-12,2025,2025-05,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0709,2025-05-12,2025,2025-05,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0710,2025-05-12,2025,2025-05,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0711,2025-05-13,2025,2025-05,C34,경기도 시흥시,250000,345,86250000,86250000,8625000,94875000,N,세금계산서,ASP발급,청구
T0712,2025-05-20,2025,2025-05,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0713,2025-05-23,2025,2025-05,C28,경상남도 창녕군,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0714,2025-05-23,2025,2025-05,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0715,2025-05-27,2025,2025-05,C13,서울특별시 강남구,122440,384,47016960,47016960,4701696,51718656,N,세금계산서,ASP발급,청구
T0716,2025-05-28,2025,2025-05,C47,서울특별시 영등포구,,,4080000,4080000,408000,4488000,N,세금계산서,ASP발급,청구
T0717,2025-05-30,2025,2025-05,C05,경기도 평택시,394650,410,161683500,161683500,16168350,177851850,N,세금계산서,인터넷발급,청구
T0718,2025-05-30,2025,2025-05,C07,경상남도 창원시,1,200000,200000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0719,2025-05-30,2025,2025-05,C07,경상남도 창원시,1,200000,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0720,2025-05-30,2025,2025-05,C18,대구광역시 달서구,107520,350,37632000,37632000,3763200,41395200,N,세금계산서,인터넷발급,청구
T0721,2025-05-30,2025,2025-05,C02,경상남도 김해시,1593490,375,597558750,597558750,59755875,657314625,N,세금계산서,인터넷발급,청구
T0722,2025-05-30,2025,2025-05,C20,인천광역시 중구,,,22970000,22970000,2297000,25267000,N,세금계산서,인터넷발급,청구
T0723,2025-05-30,2025,2025-05,C07,경상남도 창원시,58420,379,22141180,22141180,2214118,24355298,N,세금계산서,인터넷발급,청구
T0724,2025-05-30,2025,2025-05,C15,경기도 용인시,421650,380,160227000,170436050,17043605,187479655,N,세금계산서,인터넷발급,청구
T0725,2025-05-30,2025,2025-05,C16,경기도 하남시,55290,385,21286650,65845750,6584575,72430325,N,세금계산서,인터넷발급,청구
T0726,2025-05-30,2025,2025-05,C03,서울특별시 송파구,600000,370,222000000,222000000,22200000,244200000,N,세금계산서,인터넷발급,청구
T0727,2025-05-30,2025,2025-05,C03,서울특별시 송파구,96240,375,36090000,122265800,12226580,134492380,N,세금계산서,인터넷발급,청구
T0728,2025-05-30,2025,2025-05,C03,서울특별시 송파구,409385,375,153519375,153519375,15351937,168871312,N,세금계산서,인터넷발급,청구
T0729,2025-05-30,2025,2025-05,C29,서울특별시 금천구,144490,15,2167350,2167350,216735,2384085,N,세금계산서,인터넷발급,청구
T0730,2025-05-30,2025,2025-05,C17,서울특별시 송파구,104960,370,38835200,38835200,3883520,42718720,N,세금계산서,인터넷발급,청구
T0731,2025-05-30,2025,2025-05,C03,서울특별시 송파구,,,1425396,1541558,154155,1695713,N,세금계산서,인터넷발급,청구
T0732,2025-05-30,2025,2025-05,C03,서울특별시 송파구,120640,17,2050880,2050880,205088,2255968,N,세금계산서,인터넷발급,청구
T0733,2025-05-30,2025,2025-05,C03,서울특별시 송파구,36210,17,615570,2563890,256389,2820279,N,세금계산서,인터넷발급,청구
T0734,2025-05-30,2025,2025-05,C43,경기도 성남시,12470,385,4800950,4800950,480095,5281045,N,세금계산서,인터넷발급,청구
T0735,2025-05-30,2025,2025-05,C01,경상북도 안동시,26920,370,9960400,9960400,996040,10956440,N,세금계산서,인터넷발급,청구
T0736,2025-05-30,2025,2025-05,C01,경상북도 안동시,177710,275,48870250,788684330,78868433,867552763,N,세금계산서,인터넷발급,청구
T0737,2025-05-30,2025,2025-05,C17,서울특별시 송파구,106500,375,39937500,39937500,3993750,43931250,N,세금계산서,인터넷발급,청구
T0738,2025-05-30,2025,2025-05,C08,경기도 용인시,457360,360,164649600,184582350,18458235,203040585,N,세금계산서,인터넷발급,청구
T0739,2025-05-30,2025,2025-05,C26,경기도 성남시,28270,370,10459900,10459900,1045990,11505890,N,세금계산서,인터넷발급,청구
T0740,2025-05-30,2025,2025-05,C04,부산광역시 수영구,12821458,9,115393122,115393122,11539312,126932434,N,세금계산서,인터넷발급,청구
T0741,2025-05-30,2025,2025-05,C04,부산광역시 수영구,1589493,15,23842395,23842395,2384239,26226634,N,세금계산서,인터넷발급,청구
T0742,2025-05-30,2025,2025-05,C30,부산광역시 중구,,,4044693,4044693,404469,4449162,N,세금계산서,인터넷발급,청구
T0743,2025-06-02,2025,2025-06,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,인터넷발급,청구
T0744,2025-06-09,2025,2025-06,C18,대구광역시 달서구,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0745,2025-06-09,2025,2025-06,C28,경상남도 창녕군,10,20000,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0746,2025-06-12,2025,2025-06,C18,대구광역시 달서구,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0747,2025-06-13,2025,2025-06,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0748,2025-06-16,2025,2025-06,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0749,2025-06-19,2025,2025-06,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0750,2025-06-19,2025,2025-06,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0751,2025-06-19,2025,2025-06,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,인터넷발급,청구
T0752,2025-06-20,2025,2025-06,C28,경상남도 창녕군,10,20000,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0753,2025-06-23,2025,2025-06,C07,경상남도 창원시,500000,359,179500000,179500000,17950000,197450000,N,세금계산서,인터넷발급,청구
T0754,2025-06-24,2025,2025-06,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0755,2025-06-25,2025,2025-06,C28,경상남도 창녕군,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0756,2025-06-30,2025,2025-06,C18,대구광역시 달서구,107930,350,37775500,37775500,3777550,41553050,N,세금계산서,인터넷발급,청구
T0757,2025-06-30,2025,2025-06,C05,경기도 평택시,536600,410,220006000,220006000,22000600,242006600,N,세금계산서,인터넷발급,청구
T0758,2025-06-30,2025,2025-06,C13,서울특별시 강남구,148870,384,57166080,57166080,5716608,62882688,N,세금계산서,인터넷발급,청구
T0759,2025-06-30,2025,2025-06,C02,경상남도 김해시,1541650,375,578118750,578118750,57811875,635930625,N,세금계산서,인터넷발급,청구
T0760,2025-06-30,2025,2025-06,C07,경상남도 창원시,500000,354,177000000,177000000,17700000,194700000,N,세금계산서,인터넷발급,청구
T0761,2025-06-30,2025,2025-06,C07,경상남도 창원시,55570,379,21061030,21061030,2106103,23167133,N,세금계산서,인터넷발급,청구
T0762,2025-06-30,2025,2025-06,C20,인천광역시 중구,,,22680000,22680000,2268000,24948000,N,세금계산서,인터넷발급,청구
T0763,2025-06-30,2025,2025-06,C03,서울특별시 송파구,600000,370,222000000,222000000,22200000,244200000,N,세금계산서,인터넷발급,청구
T0764,2025-06-30,2025,2025-06,C01,경상북도 안동시,1771285,365,646519025,646519025,64651902,711170927,N,세금계산서,인터넷발급,청구
T0765,2025-06-30,2025,2025-06,C01,경상북도 안동시,264100,275,72627500,72627500,7262750,79890250,N,세금계산서,인터넷발급,청구
T0766,2025-06-30,2025,2025-06,C01,경상북도 안동시,34380,385,13236300,13236300,1323630,14559930,N,세금계산서,인터넷발급,청구
T0767,2025-06-30,2025,2025-06,C01,경상북도 안동시,466900,14,6536600,6536600,653660,7190260,N,세금계산서,인터넷발급,청구
T0768,2025-06-30,2025,2025-06,C01,경상북도 안동시,28060,395,11083700,11083700,1108370,12192070,N,세금계산서,인터넷발급,청구
T0769,2025-06-30,2025,2025-06,C01,경상북도 안동시,300000,365,109500000,109500000,10950000,120450000,N,세금계산서,인터넷발급,청구
T0770,2025-06-30,2025,2025-06,C17,서울특별시 송파구,137140,373,51153220,51153220,5115322,56268542,N,세금계산서,인터넷발급,청구
T0771,2025-06-30,2025,2025-06,C01,경상북도 안동시,-300000,365,-109500000,-109500000,-10950000,-120450000,Y,수정세금계산서,인터넷발급,청구
T0772,2025-06-30,2025,2025-06,C03,서울특별시 송파구,300000,365,109500000,109500000,10950000,120450000,Y,수정세금계산서,인터넷발급,청구
T0773,2025-06-30,2025,2025-06,C01,경상북도 안동시,-28060,395,-11083700,-11083700,-1108370,-12192070,Y,수정세금계산서,인터넷발급,청구
T0774,2025-06-30,2025,2025-06,C03,서울특별시 송파구,28060,395,11083700,11083700,1108370,12192070,Y,수정세금계산서,인터넷발급,청구
T0775,2025-06-30,2025,2025-06,C07,경상남도 창원시,-500000,354,-177000000,-177000000,-17700000,-194700000,Y,수정세금계산서,인터넷발급,청구
T0776,2025-06-30,2025,2025-06,C15,경기도 용인시,130650,390,50953500,61479500,6147950,67627450,N,세금계산서,인터넷발급,청구
T0777,2025-06-30,2025,2025-06,C16,경기도 하남시,149130,395,58906350,124351950,12435195,136787145,N,세금계산서,인터넷발급,청구
T0778,2025-06-30,2025,2025-06,C01,경상북도 안동시,52920,380,20109600,20109600,2010960,22120560,N,세금계산서,인터넷발급,청구
T0779,2025-06-30,2025,2025-06,C26,경기도 성남시,108410,370,40111700,40111700,4011170,44122870,N,세금계산서,인터넷발급,청구
T0780,2025-06-30,2025,2025-06,C04,부산광역시 수영구,486060,14,6804840,103795607,10379559,114175166,N,세금계산서,ASP발급,청구
T0781,2025-06-30,2025,2025-06,C08,경기도 용인시,379360,380,144156800,168761350,16876135,185637485,N,세금계산서,ASP발급,청구
T0782,2025-07-01,2025,2025-07,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,인터넷발급,청구
T0783,2025-07-01,2025,2025-07,C07,경상남도 창원시,500000,354,177000000,177000000,17700000,194700000,Y,수정세금계산서,인터넷발급,청구
T0784,2025-07-03,2025,2025-07,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0785,2025-07-04,2025,2025-07,C11,서울특별시 중구,500000,380,190000000,190000000,19000000,209000000,N,세금계산서,ASP발급,청구
T0786,2025-07-07,2025,2025-07,C18,대구광역시 달서구,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0787,2025-07-09,2025,2025-07,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0788,2025-07-21,2025,2025-07,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0789,2025-07-21,2025,2025-07,C07,경상남도 창원시,200000,354,70800000,70800000,7080000,77880000,N,세금계산서,ASP발급,청구
T0790,2025-07-28,2025,2025-07,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0791,2025-07-28,2025,2025-07,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0792,2025-07-30,2025,2025-07,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0793,2025-07-30,2025,2025-07,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0794,2025-07-30,2025,2025-07,C18,대구광역시 달서구,2,20000,40000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0795,2025-07-31,2025,2025-07,C05,경기도 평택시,340870,410,139756700,139756700,13975670,153732370,N,세금계산서,ASP발급,청구
T0796,2025-07-31,2025,2025-07,C20,인천광역시 중구,,,24320000,24320000,2432000,26752000,N,세금계산서,ASP발급,청구
T0797,2025-07-31,2025,2025-07,C07,경상남도 창원시,5,20000,100000,100000,10000,110000,N,세금계산서,ASP발급,청구
T0798,2025-07-31,2025,2025-07,C07,경상남도 창원시,10,20000,200000,200000,20000,220000,N,세금계산서,ASP발급,청구
T0799,2025-07-31,2025,2025-07,C07,경상남도 창원시,5,20000,100000,100000,10000,110000,N,세금계산서,ASP발급,청구
T0800,2025-07-31,2025,2025-07,C07,경상남도 창원시,-10,20000,-200000,-200000,-20000,-220000,Y,수정세금계산서,ASP발급,청구
T0801,2025-07-31,2025,2025-07,C07,경상남도 창원시,6,20000,120000,320000,32000,352000,Y,수정세금계산서,ASP발급,청구
T0802,2025-07-31,2025,2025-07,C13,서울특별시 강남구,146830,372,54620760,54620760,5462076,60082836,N,세금계산서,ASP발급,청구
T0803,2025-07-31,2025,2025-07,C18,대구광역시 달서구,74240,350,25984000,25984000,2598400,28582400,N,세금계산서,ASP발급,청구
T0804,2025-07-31,2025,2025-07,C04,부산광역시 수영구,4089851,14,57257914,130924895,13092488,144017383,N,세금계산서,ASP발급,청구
T0805,2025-07-31,2025,2025-07,C01,경상북도 안동시,697940,14,9771160,9771160,977116,10748276,N,세금계산서,ASP발급,청구
T0806,2025-07-31,2025,2025-07,C03,서울특별시 송파구,316040,370,116934800,116934800,11693480,128628280,N,세금계산서,ASP발급,청구
T0807,2025-07-31,2025,2025-07,C15,경기도 용인시,307960,390,120104400,130740600,13074060,143814660,N,세금계산서,ASP발급,청구
T0808,2025-07-31,2025,2025-07,C07,경상남도 창원시,59270,379,22463330,22463330,2246333,24709663,N,세금계산서,ASP발급,청구
T0809,2025-07-31,2025,2025-07,C08,경기도 용인시,346520,380,131677600,141659250,14165925,155825175,N,세금계산서,ASP발급,청구
T0810,2025-07-31,2025,2025-07,C03,서울특별시 송파구,316040,358,113142320,189306820,18930682,208237502,N,세금계산서,ASP발급,청구
T0811,2025-07-31,2025,2025-07,C03,서울특별시 송파구,32710,395,12920450,12920450,1292045,14212495,N,세금계산서,ASP발급,청구
T0812,2025-07-31,2025,2025-07,C17,서울특별시 송파구,56920,370,21060400,21060400,2106040,23166440,N,세금계산서,ASP발급,청구
T0813,2025-07-31,2025,2025-07,C01,경상북도 안동시,1837968,350,643288800,828981300,82898130,911879430,N,세금계산서,ASP발급,청구
T0814,2025-07-31,2025,2025-07,C01,경상북도 안동시,53530,290,15523700,15523700,1552370,17076070,N,세금계산서,ASP발급,청구
T0815,2025-07-31,2025,2025-07,C01,경상북도 안동시,26560,380,10092800,10092800,1009280,11102080,N,세금계산서,ASP발급,청구
T0816,2025-07-31,2025,2025-07,C16,경기도 하남시,159860,395,63144700,125838900,12583890,138422790,N,세금계산서,ASP발급,청구
T0817,2025-08-01,2025,2025-08,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0818,2025-08-06,2025,2025-08,C12,경기도 용인시,300000,298,89400000,89400000,8940000,98340000,N,세금계산서,ASP발급,청구
T0819,2025-08-07,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0820,2025-08-07,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0821,2025-08-07,2025,2025-08,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0822,2025-08-07,2025,2025-08,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0823,2025-08-07,2025,2025-08,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0824,2025-08-07,2025,2025-08,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0825,2025-08-07,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0826,2025-08-08,2025,2025-08,C49,경상남도 양산시,,,895170,895170,89517,984687,N,세금계산서,ASP발급,청구
T0827,2025-08-12,2025,2025-08,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0828,2025-08-12,2025,2025-08,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0829,2025-08-13,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0830,2025-08-14,2025,2025-08,C09,전라북도 전주시,500000,344,172000000,172000000,17200000,189200000,N,세금계산서,ASP발급,청구
T0831,2025-08-18,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0832,2025-08-18,2025,2025-08,C18,대구광역시 달서구,4,20000,80000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0833,2025-08-27,2025,2025-08,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0834,2025-08-27,2025,2025-08,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0835,2025-08-27,2025,2025-08,C28,경상남도 창녕군,10,20000,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0836,2025-08-29,2025,2025-08,C13,서울특별시 강남구,115970,372,43140840,43140840,4314084,47454924,N,세금계산서,ASP발급,청구
T0837,2025-08-29,2025,2025-08,C07,경상남도 창원시,111470,379,42247130,42247130,4224713,46471843,N,세금계산서,ASP발급,청구
T0838,2025-08-29,2025,2025-08,C05,경기도 평택시,378970,410,155377700,155377700,15537770,170915470,N,세금계산서,ASP발급,청구
T0839,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,200000,320000,32000,352000,N,세금계산서,ASP발급,청구
T0840,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,200000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0841,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,100000,180000,18000,198000,N,세금계산서,ASP발급,청구
T0842,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,200000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0843,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,100000,200000,20000,220000,N,세금계산서,ASP발급,청구
T0844,2025-08-29,2025,2025-08,C07,경상남도 창원시,1,20000,20000,20000,2000,22000,N,세금계산서,ASP발급,청구
T0845,2025-08-29,2025,2025-08,C07,경상남도 창원시,,,200000,320000,32000,352000,N,세금계산서,ASP발급,청구
T0846,2025-08-31,2025,2025-08,C18,대구광역시 달서구,78150,350,27352500,27352500,2735250,30087750,N,세금계산서,ASP발급,청구
T0847,2025-08-31,2025,2025-08,C08,경기도 용인시,,,520000,520000,52000,572000,N,세금계산서,ASP발급,청구
T0848,2025-08-31,2025,2025-08,C08,경기도 용인시,28490,380,10826200,10826200,1082620,11908820,N,세금계산서,ASP발급,청구
T0849,2025-08-31,2025,2025-08,C20,인천광역시 중구,,,18800000,18800000,1880000,20680000,N,세금계산서,ASP발급,청구
T0850,2025-08-31,2025,2025-08,C14,전북특별자치도 군산시,496420,325,161336500,161336500,16133650,177470150,N,세금계산서,ASP발급,청구
T0851,2025-08-31,2025,2025-08,C03,서울특별시 송파구,300000,370,111000000,111000000,11100000,122100000,N,세금계산서,ASP발급,청구
T0852,2025-08-31,2025,2025-08,C03,서울특별시 송파구,312580,353,110340740,110340740,11034074,121374814,N,세금계산서,ASP발급,청구
T0853,2025-08-31,2025,2025-08,C04,부산광역시 수영구,4985134,14,69791876,154288644,15428863,169717507,N,세금계산서,ASP발급,청구
T0854,2025-08-31,2025,2025-08,C34,경기도 시흥시,2880,345,993600,1183500,118350,1301850,N,세금계산서,ASP발급,청구
T0855,2025-08-31,2025,2025-08,C01,경상북도 안동시,1918465,350,671462750,674426600,67442660,741869260,N,세금계산서,ASP발급,청구
T0856,2025-08-31,2025,2025-08,C01,경상북도 안동시,164270,290,47638300,47638300,4763830,52402130,N,세금계산서,ASP발급,청구
T0857,2025-08-31,2025,2025-08,C01,경상북도 안동시,54530,380,20721400,20721400,2072140,22793540,N,세금계산서,ASP발급,청구
T0858,2025-08-31,2025,2025-08,C01,경상북도 안동시,493800,14,6913200,6913200,691320,7604520,N,세금계산서,ASP발급,청구
T0859,2025-08-31,2025,2025-08,C16,경기도 하남시,25250,395,9973750,41282550,4128255,45410805,N,세금계산서,ASP발급,청구
T0860,2025-08-31,2025,2025-08,C17,서울특별시 송파구,25920,367,9512640,9512640,951264,10463904,N,세금계산서,ASP발급,청구
T0861,2025-09-01,2025,2025-09,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0862,2025-09-04,2025,2025-09,C18,대구광역시 달서구,8,20000,160000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0863,2025-09-04,2025,2025-09,C18,대구광역시 달서구,2,20000,40000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0864,2025-09-04,2025,2025-09,C18,대구광역시 달서구,8,20000,160000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0865,2025-09-04,2025,2025-09,C18,대구광역시 달서구,3,20000,60000,160000,16000,176000,N,세금계산서,인터넷발급,청구
T0866,2025-09-09,2025,2025-09,C18,대구광역시 달서구,1,20000,20000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0867,2025-09-11,2025,2025-09,C28,경상남도 창녕군,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0868,2025-09-15,2025,2025-09,C18,대구광역시 달서구,2,20000,40000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0869,2025-09-16,2025,2025-09,C18,대구광역시 달서구,3,20000,60000,160000,16000,176000,N,세금계산서,인터넷발급,청구
T0870,2025-09-16,2025,2025-09,C18,대구광역시 달서구,5,20000,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0871,2025-09-16,2025,2025-09,C28,경상남도 창녕군,10,20000,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0872,2025-09-18,2025,2025-09,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0873,2025-09-22,2025,2025-09,C33,경상남도 밀양시,25550,350,8942500,8942500,894250,9836750,N,세금계산서,ASP발급,청구
T0874,2025-09-26,2025,2025-09,C07,경상남도 창원시,1,200000,200000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0875,2025-09-30,2025,2025-09,C18,대구광역시 달서구,6,20000,120000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0876,2025-09-30,2025,2025-09,C18,대구광역시 달서구,148480,350,51968000,51968000,5196800,57164800,N,세금계산서,ASP발급,청구
T0877,2025-09-30,2025,2025-09,C05,경기도 평택시,484630,370,179313100,179313100,17931310,197244410,N,세금계산서,ASP발급,청구
T0878,2025-09-30,2025,2025-09,C13,서울특별시 강남구,174070,362,63013340,63013340,6301334,69314674,N,세금계산서,ASP발급,청구
T0879,2025-09-30,2025,2025-09,C20,인천광역시 중구,,,24450000,24450000,2445000,26895000,N,세금계산서,ASP발급,청구
T0880,2025-09-30,2025,2025-09,C07,경상남도 창원시,110920,379,42038680,42038680,4203868,46242548,N,세금계산서,ASP발급,청구
T0881,2025-09-30,2025,2025-09,C10,서울특별시 강동구,1729456,15,25941840,25941840,2594182,28536022,N,세금계산서,ASP발급,청구
T0882,2025-09-30,2025,2025-09,C03,서울특별시 송파구,350000,370,129500000,129500000,12950000,142450000,N,세금계산서,ASP발급,청구
T0883,2025-09-30,2025,2025-09,C03,서울특별시 송파구,350000,353,123550000,123550000,12355000,135905000,N,세금계산서,ASP발급,청구
