transaction_id,txn_date,year,year_month,customer_code,region,qty,unit_price,item_supply_amount,supply_amount,tax,total_amount,is_modified,invoice_type,issue_type,receipt_type
T0042,2024-01-31,2024,2024-01,C04,부산광역시 수영구,3000000,399,1197000000,1197000000,119700000,1316700000,N,세금계산서,ASP발급,청구
T0043,2024-02-01,2024,2024-02,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,영수
T0044,2024-02-13,2024,2024-02,C28,경상남도 창녕군,,,200000,300000,30000,330000,N,세금계산서,인터넷발급,청구
T0045,2024-02-15,2024,2024-02,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0046,2024-02-16,2024,2024-02,C11,서울특별시 중구,200000,475,95000000,95000000,9500000,104500000,N,세금계산서,ASP발급,청구
T0047,2024-02-20,2024,2024-02,C28,경상남도 창녕군,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0048,2024-02-22,2024,2024-02,C21,서울특별시 은평구,88390,456,40305840,40305840,4030584,44336424,N,세금계산서,ASP발급,청구
T0049,2024-02-23,2024,2024-02,C18,대구광역시 달서구,,,100000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0050,2024-02-26,2024,2024-02,C18,대구광역시 달서구,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0051,2024-02-27,2024,2024-02,C07,경상남도 창원시,,,200000,320000,32000,352000,N,세금계산서,ASP발급,청구
T0052,2024-02-27,2024,2024-02,C07,경상남도 창원시,,,100000,180000,18000,198000,N,세금계산서,ASP발급,청구
T0053,2024-02-27,2024,2024-02,C07,경상남도 창원시,,,200000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0054,2024-02-28,2024,2024-02,C15,경기도 용인시,26880,408,10967040,10967040,1096704,12063744,N,세금계산서,ASP발급,청구
T0055,2024-02-29,2024,2024-02,C26,경기도 성남시,29770,408,12146160,12146160,1214616,13360776,N,세금계산서,ASP발급,청구
T0056,2024-02-29,2024,2024-02,C06,충청남도 천안시,978490,445,435428050,435428050,43542805,478970855,N,세금계산서,ASP발급,청구
T0057,2024-02-29,2024,2024-02,C05,경기도 평택시,644230,447,287970810,287970810,28797081,316767891,N,세금계산서,ASP발급,청구
T0058,2024-02-29,2024,2024-02,C19,경기도 시흥시,247830,443,109788690,109788690,10978869,120767559,N,세금계산서,ASP발급,청구
T0059,2024-02-29,2024,2024-02,C01,경상북도 안동시,1097270,430,471826100,493220190,49322019,542542209,N,세금계산서,ASP발급,청구
T0060,2024-02-29,2024,2024-02,C06,충청남도 천안시,-978490,445,-435428050,-435428050,-43542805,-478970855,Y,수정세금계산서,ASP발급,청구
T0061,2024-02-29,2024,2024-02,C06,충청남도 천안시,978490,445,435428050,435428050,43542805,478970855,Y,수정세금계산서,ASP발급,청구
T0062,2024-02-29,2024,2024-02,C20,인천광역시 중구,,,34620000,34620000,3462000,38082000,N,세금계산서,ASP발급,청구
T0063,2024-02-29,2024,2024-02,C01,경상북도 안동시,-1097270,430,-471826100,-493220190,-49322019,-542542209,Y,수정세금계산서,ASP발급,청구
T0064,2024-02-29,2024,2024-02,C01,경상북도 안동시,1097270,430,471826100,492949960,49294996,542244956,Y,수정세금계산서,ASP발급,청구
T0065,2024-02-29,2024,2024-02,C19,경기도 시흥시,-247830,443,-109788690,-109788690,-10978869,-120767559,Y,수정세금계산서,ASP발급,청구
T0066,2024-02-29,2024,2024-02,C19,경기도 시흥시,236560,443,104796080,104796080,10479608,115275688,Y,수정세금계산서,ASP발급,청구
T0067,2024-02-29,2024,2024-02,C02,경상남도 김해시,1589430,449,713654070,713654070,71365407,785019477,N,세금계산서,ASP발급,청구
T0068,2024-02-29,2024,2024-02,C03,서울특별시 송파구,49940,408,20375520,20375520,2037552,22413072,N,세금계산서,ASP발급,청구
T0069,2024-02-29,2024,2024-02,C46,경기도 고양시,24920,13,323960,323960,32396,356356,N,세금계산서,ASP발급,청구
T0070,2024-02-29,2024,2024-02,C08,경기도 용인시,181030,408,73860240,79329630,7932963,87262593,N,세금계산서,ASP발급,청구
T0071,2024-02-29,2024,2024-02,C04,부산광역시 수영구,10069308,9,88609910,88609910,8860991,97470901,N,세금계산서,ASP발급,청구
T0072,2024-02-29,2024,2024-02,C30,부산광역시 중구,116203,30,3486090,7005090,700509,7705599,N,세금계산서,ASP발급,청구
T0073,2024-02-29,2024,2024-02,C01,경상북도 안동시,61840,,25437120,25437120,2543712,27980832,N,세금계산서,ASP발급,청구
T0074,2024-02-29,2024,2024-02,C03,서울특별시 송파구,23079,22,507738,507738,50773,558511,N,세금계산서,ASP발급,청구
T0075,2024-02-29,2024,2024-02,C03,서울특별시 송파구,1037823,17,17642991,17642991,1764299,19407290,N,세금계산서,ASP발급,청구
T0076,2024-02-29,2024,2024-02,C03,서울특별시 송파구,5550,11,61050,61050,6105,67155,N,세금계산서,ASP발급,청구
T0077,2024-02-29,2024,2024-02,C03,서울특별시 송파구,,,101234,101234,10123,111357,N,세금계산서,ASP발급,청구
T0078,2024-02-29,2024,2024-02,C08,경기도 용인시,57,20000,1140000,1140000,114000,1254000,N,세금계산서,ASP발급,청구
T0079,2024-03-04,2024,2024-03,C18,대구광역시 달서구,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0080,2024-03-04,2024,2024-03,C28,경상남도 창녕군,,,100000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0081,2024-03-04,2024,2024-03,C30,부산광역시 중구,300000,425,127500000,127500000,12750000,140250000,N,세금계산서,ASP발급,청구
T0082,2024-03-05,2024,2024-03,C18,대구광역시 달서구,,,100000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0083,2024-03-05,2024,2024-03,C31,서울특별시 송파구,11720,423,4957560,4957560,495756,5453316,N,세금계산서,ASP발급,청구
T0084,2024-03-11,2024,2024-03,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0085,2024-03-14,2024,2024-03,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0086,2024-03-15,2024,2024-03,C28,경상남도 창녕군,,,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0087,2024-03-18,2024,2024-03,C11,서울특별시 중구,200000,455,91000000,91000000,9100000,100100000,N,세금계산서,ASP발급,청구
T0088,2024-03-18,2024,2024-03,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0089,2024-03-19,2024,2024-03,C09,전라북도 전주시,1000,383000,383000000,383000000,38300000,421300000,N,세금계산서,ASP발급,청구
T0090,2024-03-19,2024,2024-03,C07,경상남도 창원시,1000,383000,383000000,383000000,38300000,421300000,N,세금계산서,ASP발급,청구
T0091,2024-03-20,2024,2024-03,C15,경기도 용인시,35420,423,14982660,14982660,1498266,16480926,N,세금계산서,ASP발급,청구
T0092,2024-03-22,2024,2024-03,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0093,2024-03-22,2024,2024-03,C28,경상남도 창녕군,,,100000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0094,2024-03-22,2024,2024-03,C28,경상남도 창녕군,,,-200000,-320000,-32000,-352000,Y,수정세금계산서,인터넷발급,청구
T0095,2024-03-22,2024,2024-03,C28,경상남도 창녕군,,,200000,320000,32000,352000,Y,수정세금계산서,인터넷발급,청구
T0096,2024-03-28,2024,2024-03,C28,경상남도 창녕군,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0097,2024-03-29,2024,2024-03,C05,경기도 평택시,551160,447,246368520,246368520,24636852,271005372,N,세금계산서,ASP발급,청구
T0098,2024-03-31,2024,2024-03,C19,경기도 시흥시,211560,447,94567320,94567320,9456732,104024052,N,세금계산서,ASP발급,청구
T0099,2024-03-31,2024,2024-03,C02,경상남도 김해시,1551790,449,696753710,696753710,69675371,766429081,N,세금계산서,ASP발급,청구
T0100,2024-03-31,2024,2024-03,C21,서울특별시 은평구,117630,456,53639280,53639280,5363928,59003208,N,세금계산서,ASP발급,청구
T0101,2024-03-31,2024,2024-03,C36,경기도 용인시,26760,430,11506800,11506800,1150680,12657480,N,세금계산서,ASP발급,청구
T0102,2024-03-31,2024,2024-03,C01,경상북도 안동시,1065800,430,458294000,469877600,46987760,516865360,N,세금계산서,ASP발급,청구
T0103,2024-03-31,2024,2024-03,C46,경기도 고양시,26290,17,446930,446930,44693,491623,N,세금계산서,ASP발급,청구
T0104,2024-03-31,2024,2024-03,C01,경상북도 안동시,27010,408,11020080,15563100,1556310,17119410,N,세금계산서,ASP발급,청구
T0105,2024-03-31,2024,2024-03,C08,경기도 용인시,343550,408,140168400,162270150,16227015,178497165,N,세금계산서,ASP발급,청구
T0106,2024-03-31,2024,2024-03,C15,경기도 용인시,26730,408,10905840,27225180,2722518,29947698,N,세금계산서,ASP발급,청구
T0107,2024-03-31,2024,2024-03,C31,서울특별시 송파구,24900,423,10532700,10532700,1053270,11585970,N,세금계산서,ASP발급,청구
T0108,2024-03-31,2024,2024-03,C30,부산광역시 중구,,,7475770,7475770,747577,8223347,N,세금계산서,ASP발급,청구
T0109,2024-03-31,2024,2024-03,C31,서울특별시 송파구,-24900,423,-10532700,-10532700,-1053270,-11585970,Y,수정세금계산서,ASP발급,청구
T0110,2024-03-31,2024,2024-03,C31,서울특별시 송파구,13180,423,5575140,5575140,557514,6132654,Y,수정세금계산서,ASP발급,청구
T0111,2024-03-31,2024,2024-03,C17,서울특별시 송파구,50510,423,21365730,21365730,2136573,23502303,N,세금계산서,ASP발급,청구
T0112,2024-03-31,2024,2024-03,C20,인천광역시 중구,,,33687500,33687500,3368750,37056250,N,세금계산서,ASP발급,청구
T0113,2024-03-31,2024,2024-03,C03,서울특별시 송파구,154720,408,63125760,74276040,7427604,81703644,N,세금계산서,ASP발급,청구
T0114,2024-03-31,2024,2024-03,C03,서울특별시 송파구,124280,25,3107000,3481100,348110,3829210,N,세금계산서,ASP발급,청구
T0115,2024-03-31,2024,2024-03,C03,서울특별시 송파구,1009395,430,434039850,434039850,43403985,477443835,N,세금계산서,ASP발급,청구
T0116,2024-03-31,2024,2024-03,C03,서울특별시 송파구,495138,13,6436794,6436794,643679,7080473,N,세금계산서,ASP발급,청구
T0117,2024-03-31,2024,2024-03,C03,서울특별시 송파구,20040,11,220440,1989120,198912,2188032,N,세금계산서,ASP발급,청구
T0118,2024-03-31,2024,2024-03,C03,서울특별시 송파구,,,27583,98712,9870,108582,N,세금계산서,ASP발급,청구
T0119,2024-03-31,2024,2024-03,C04,부산광역시 수영구,10432903,9,91809546,91809546,9180954,100990500,N,세금계산서,ASP발급,청구
T0120,2024-03-31,2024,2024-03,C26,경기도 성남시,54500,408,22236000,22236000,2223600,24459600,N,세금계산서,ASP발급,청구
T0121,2024-04-01,2024,2024-04,C28,경상남도 창녕군,,,100000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0122,2024-04-01,2024,2024-04,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0123,2024-04-08,2024,2024-04,C28,경상남도 창녕군,,,100000,160000,16000,176000,N,세금계산서,인터넷발급,청구
T0124,2024-04-08,2024,2024-04,C28,경상남도 창녕군,,,100000,180000,18000,198000,N,세금계산서,인터넷발급,청구
T0125,2024-04-08,2024,2024-04,C28,경상남도 창녕군,,,-100000,-160000,-16000,-176000,Y,수정세금계산서,인터넷발급,청구
T0126,2024-04-08,2024,2024-04,C18,대구광역시 달서구,,,100000,160000,16000,176000,Y,수정세금계산서,인터넷발급,청구
T0127,2024-04-11,2024,2024-04,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0128,2024-04-11,2024,2024-04,C18,대구광역시 달서구,,,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0129,2024-04-11,2024,2024-04,C28,경상남도 창녕군,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0130,2024-04-12,2024,2024-04,C18,대구광역시 달서구,,,100000,140000,14000,154000,N,세금계산서,인터넷발급,청구
T0131,2024-04-12,2024,2024-04,C10,서울특별시 강동구,5000000,370,1850000000,1850000000,185000000,2035000000,N,세금계산서,ASP발급,청구
T0132,2024-04-15,2024,2024-04,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0133,2024-04-16,2024,2024-04,C28,경상남도 창녕군,,,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0134,2024-04-16,2024,2024-04,C28,경상남도 창녕군,,,100000,120000,12000,132000,N,세금계산서,인터넷발급,청구
T0135,2024-04-22,2024,2024-04,C28,경상남도 창녕군,,,100000,160000,16000,176000,N,세금계산서,인터넷발급,청구
T0136,2024-04-22,2024,2024-04,C18,대구광역시 달서구,,,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0137,2024-04-24,2024,2024-04,C28,경상남도 창녕군,,,200000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0138,2024-04-30,2024,2024-04,C05,경기도 평택시,483960,447,216330120,216330120,21633012,237963132,N,세금계산서,ASP발급,청구
T0139,2024-04-30,2024,2024-04,C20,인천광역시 중구,,,27360000,27360000,2736000,30096000,N,세금계산서,ASP발급,청구
T0140,2024-04-30,2024,2024-04,C07,경상남도 창원시,,,100000,140000,14000,154000,N,세금계산서,ASP발급,청구
T0141,2024-04-30,2024,2024-04,C07,경상남도 창원시,,,100000,200000,20000,220000,N,세금계산서,ASP발급,청구
T0142,2024-04-30,2024,2024-04,C07,경상남도 창원시,,,200000,360000,36000,396000,N,세금계산서,ASP발급,청구
T0143,2024-04-30,2024,2024-04,C07,경상남도 창원시,,,100000,160000,16000,176000,N,세금계산서,ASP발급,청구
T0144,2024-04-30,2024,2024-04,C07,경상남도 창원시,,,200000,360000,36000,396000,N,세금계산서,ASP발급,청구
T0145,2024-04-30,2024,2024-04,C46,경기도 고양시,78840,17,1340280,1340280,134028,1474308,N,세금계산서,ASP발급,청구
T0146,2024-04-30,2024,2024-04,C02,경상남도 김해시,1560550,449,700686950,700686950,70068695,770755645,N,세금계산서,ASP발급,청구
T0147,2024-04-30,2024,2024-04,C19,경기도 시흥시,180340,447,80611980,80611980,8061198,88673178,N,세금계산서,ASP발급,청구
T0148,2024-04-30,2024,2024-04,C01,경상북도 안동시,1170510,405,474056550,490663150,49066315,539729465,N,세금계산서,ASP발급,청구
T0149,2024-04-30,2024,2024-04,C21,서울특별시 은평구,87670,456,39977520,39977520,3997752,43975272,N,세금계산서,ASP발급,청구
T0150,2024-04-30,2024,2024-04,C46,경기도 고양시,-78840,17,-1340280,-1340280,-134028,-1474308,Y,수정세금계산서,ASP발급,청구
T0151,2024-04-30,2024,2024-04,C46,경기도 고양시,65650,17,1116050,1116050,111605,1227655,Y,수정세금계산서,ASP발급,청구
T0152,2024-04-30,2024,2024-04,C13,서울특별시 강남구,204290,440,89887600,89887600,8988760,98876360,N,세금계산서,ASP발급,청구
T0153,2024-04-30,2024,2024-04,C17,서울특별시 송파구,131860,423,55776780,55776780,5577678,61354458,N,세금계산서,ASP발급,청구
T0154,2024-04-30,2024,2024-04,C15,경기도 용인시,77640,423,32841720,43625160,4362516,47987676,N,세금계산서,ASP발급,청구
T0155,2024-04-30,2024,2024-04,C31,서울특별시 송파구,12900,423,5456700,27574380,2757438,30331818,N,세금계산서,ASP발급,청구
T0156,2024-04-30,2024,2024-04,C08,경기도 용인시,370450,387,143364150,159341510,15934151,175275661,N,세금계산서,ASP발급,청구
T0157,2024-04-30,2024,2024-04,C08,경기도 용인시,-370450,387,-143364150,-159341510,-15934151,-175275661,Y,수정세금계산서,ASP발급,청구
T0158,2024-04-30,2024,2024-04,C08,경기도 용인시,370450,397,147068650,163046010,16304601,179350611,Y,수정세금계산서,ASP발급,청구
T0159,2024-04-30,2024,2024-04,C04,부산광역시 수영구,9708955,8,77671640,77671640,7767164,85438804,N,세금계산서,ASP발급,청구
T0160,2024-04-30,2024,2024-04,C01,경상북도 안동시,56010,408,22852080,48413970,4841397,53255367,N,세금계산서,ASP발급,청구
T0161,2024-04-30,2024,2024-04,C30,부산광역시 중구,,,3459130,12615285,1261527,13876812,N,세금계산서,ASP발급,청구
T0162,2024-04-30,2024,2024-04,C04,부산광역시 수영구,-9708955,8,-77671640,-77671640,-7767164,-85438804,Y,수정세금계산서,ASP발급,청구
T0163,2024-04-30,2024,2024-04,C04,부산광역시 수영구,9708955,9,85438804,85438804,8543880,93982684,Y,수정세금계산서,ASP발급,청구
T0164,2024-04-30,2024,2024-04,C03,서울특별시 송파구,78800,408,32150400,48732000,4873200,53605200,N,세금계산서,ASP발급,청구
T0165,2024-04-30,2024,2024-04,C03,서울특별시 송파구,3824842,13,49722946,73063706,7306370,80370076,N,세금계산서,ASP발급,청구
T0166,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,3752600,4413100,441310,4854410,N,세금계산서,ASP발급,청구
T0167,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,1061891,1061891,106188,1168079,N,세금계산서,ASP발급,청구
T0168,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,58000,58000,5800,63800,N,세금계산서,ASP발급,청구
T0169,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,1700000,1805000,180500,1985500,N,세금계산서,ASP발급,청구
T0170,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,12000,12000,1200,13200,N,세금계산서,ASP발급,청구
T0171,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,-58000,-58000,-5800,-63800,Y,수정세금계산서,ASP발급,청구
T0172,2024-04-30,2024,2024-04,C03,서울특별시 송파구,,,580000,580000,58000,638000,Y,수정세금계산서,ASP발급,청구
T0173,2024-04-30,2024,2024-04,C26,경기도 성남시,110530,408,45096240,45096240,4509624,49605864,N,세금계산서,ASP발급,청구
T0174,2024-05-08,2024,2024-05,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0175,2024-05-14,2024,2024-05,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0176,2024-05-14,2024,2024-05,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0177,2024-05-21,2024,2024-05,C11,서울특별시 중구,200000,435,87000000,87000000,8700000,95700000,N,세금계산서,ASP발급,청구
T0178,2024-05-23,2024,2024-05,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0179,2024-05-24,2024,2024-05,C28,경상남도 창녕군,,,200000,360000,36000,396000,N,세금계산서,인터넷발급,청구
T0180,2024-05-24,2024,2024-05,C18,대구광역시 달서구,,,100000,200000,20000,220000,N,세금계산서,인터넷발급,청구
T0181,2024-05-28,2024,2024-05,C21,서울특별시 은평구,119180,456,54346080,54346080,5434608,59780688,N,세금계산서,ASP발급,청구
T0182,2024-05-30,2024,2024-05,C18,대구광역시 달서구,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0183,2024-05-30,2024,2024-05,C25,인천광역시 중구,8,50000,400000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0184,2024-05-30,2024,2024-05,C07,경상남도 창원시,4,20000,80000,180000,18000,198000,N,세금계산서,ASP발급,청구
T0185,2024-05-31,2024,2024-05,C46,경기도 고양시,93200,17,1584400,1584400,158440,1742840,N,세금계산서,ASP발급,청구
T0186,2024-05-31,2024,2024-05,C05,경기도 평택시,534050,447,238720350,238720350,23872035,262592385,N,세금계산서,ASP발급,청구
T0187,2024-05-31,2024,2024-05,C05,경기도 평택시,-534050,447,-238720350,-238720350,-23872035,-262592385,Y,수정세금계산서,ASP발급,청구
T0188,2024-05-31,2024,2024-05,C05,경기도 평택시,559610,447,250145670,250145670,25014567,275160237,Y,수정세금계산서,ASP발급,청구
T0189,2024-05-31,2024,2024-05,C13,서울특별시 강남구,178390,440,78491600,78491600,7849160,86340760,N,세금계산서,ASP발급,청구
T0190,2024-05-31,2024,2024-05,C19,경기도 시흥시,182390,447,81528330,81528330,8152833,89681163,N,세금계산서,ASP발급,청구
T0191,2024-05-31,2024,2024-05,C06,충청남도 천안시,1809330,380,687545400,687545400,68754540,756299940,N,세금계산서,ASP발급,청구
T0192,2024-05-31,2024,2024-05,C02,경상남도 김해시,1596330,409,652898970,652898970,65289897,718188867,N,세금계산서,ASP발급,청구
T0193,2024-05-31,2024,2024-05,C15,경기도 용인시,150763,403,60757489,99272689,9927268,109199957,N,세금계산서,ASP발급,청구
T0194,2024-05-31,2024,2024-05,C08,경기도 용인시,241000,389,93749000,109440360,10944036,120384396,N,세금계산서,ASP발급,청구
T0195,2024-05-31,2024,2024-05,C20,인천광역시 중구,,,27880000,27880000,2788000,30668000,N,세금계산서,ASP발급,청구
T0196,2024-05-31,2024,2024-05,C01,경상북도 안동시,1097600,405,444528000,473013900,47301390,520315290,N,세금계산서,ASP발급,청구
T0197,2024-05-31,2024,2024-05,C30,부산광역시 중구,,,1823030,2717536,271753,2989289,N,세금계산서,ASP발급,청구
T0198,2024-05-31,2024,2024-05,C08,경기도 용인시,500000,365,182500000,338008250,33800825,371809075,N,세금계산서,ASP발급,청구
T0199,2024-05-31,2024,2024-05,C03,서울특별시 송파구,400000,380,152000000,152000000,15200000,167200000,N,세금계산서,ASP발급,청구
T0200,2024-05-31,2024,2024-05,C20,인천광역시 중구,,,-27880000,-27880000,-2788000,-30668000,Y,수정세금계산서,ASP발급,청구
T0201,2024-05-31,2024,2024-05,C20,인천광역시 중구,,,28019500,28019500,2801950,30821450,Y,수정세금계산서,ASP발급,청구
T0202,2024-05-31,2024,2024-05,C04,부산광역시 수영구,7527816,9,66244781,66244781,6624478,72869259,N,세금계산서,ASP발급,청구
T0203,2024-05-31,2024,2024-05,C26,경기도 성남시,160680,408,65557440,65557440,6555744,72113184,N,세금계산서,ASP발급,청구
T0204,2024-05-31,2024,2024-05,C03,서울특별시 송파구,3,580000,1740000,1740000,174000,1914000,N,세금계산서,ASP발급,청구
T0205,2024-05-31,2024,2024-05,C03,서울특별시 송파구,130510,,52325750,52325750,5232575,57558325,N,세금계산서,ASP발급,청구
T0206,2024-05-31,2024,2024-05,C03,서울특별시 송파구,27,20000,540000,540000,54000,594000,N,세금계산서,ASP발급,청구
T0207,2024-05-31,2024,2024-05,C03,서울특별시 송파구,1065091,13,13846183,13846183,1384618,15230801,N,세금계산서,ASP발급,청구
T0208,2024-05-31,2024,2024-05,C03,서울특별시 송파구,58730,22,1292060,2430210,243021,2673231,N,세금계산서,ASP발급,청구
T0209,2024-05-31,2024,2024-05,C03,서울특별시 송파구,124620,15,1869300,1869300,186930,2056230,N,세금계산서,ASP발급,청구
T0210,2024-05-31,2024,2024-05,C03,서울특별시 송파구,,,199410,199410,19941,219351,N,세금계산서,ASP발급,청구
T0211,2024-05-31,2024,2024-05,C01,경상북도 안동시,14800,423,6260400,17231520,1723152,18954672,N,세금계산서,ASP발급,청구
T0212,2024-05-31,2024,2024-05,C17,서울특별시 송파구,26300,408,10730400,21787620,2178762,23966382,N,세금계산서,ASP발급,청구
T0213,2024-06-03,2024,2024-06,C39,경상남도 창원시,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0214,2024-06-05,2024,2024-06,C18,대구광역시 달서구,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0215,2024-06-17,2024,2024-06,C28,경상남도 창녕군,,,200000,400000,40000,440000,N,세금계산서,인터넷발급,청구
T0216,2024-06-17,2024,2024-06,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0217,2024-06-17,2024,2024-06,C18,대구광역시 달서구,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0218,2024-06-17,2024,2024-06,C04,부산광역시 수영구,,,1000000,1000000,100000,1100000,N,세금계산서,ASP발급,청구
T0219,2024-06-18,2024,2024-06,C28,경상남도 창녕군,,,200000,320000,32000,352000,N,세금계산서,인터넷발급,청구
T0220,2024-06-26,2024,2024-06,C06,충청남도 천안시,197980,380,75232400,75232400,7523240,82755640,N,세금계산서,ASP발급,청구
T0221,2024-06-28,2024,2024-06,C20,인천광역시 중구,,,23750000,23750000,2375000,26125000,N,세금계산서,ASP발급,청구
T0222,2024-06-28,2024,2024-06,C05,경기도 평택시,505200,447,225824400,225824400,22582440,248406840,N,세금계산서,ASP발급,청구
T0223,2024-06-28,2024,2024-06,C21,서울특별시 은평구,87560,456,39927360,39927360,3992736,43920096,N,세금계산서,ASP발급,청구
T0224,2024-06-28,2024,2024-06,C13,서울특별시 강남구,147390,425,62640750,62640750,6264075,68904825,N,세금계산서,ASP발급,청구
T0225,2024-06-28,2024,2024-06,C07,경상남도 창원시,192410,5,962050,962050,96205,1058255,N,세금계산서,ASP발급,청구
T0226,2024-06-28,2024,2024-06,C07,경상남도 창원시,10,20000,200000,400000,40000,440000,N,세금계산서,ASP발급,청구
T0227,2024-06-30,2024,2024-06,C46,경기도 고양시,59060,17,1004020,1004020,100402,1104422,N,세금계산서,ASP발급,청구
T0228,2024-06-30,2024,2024-06,C01,경상북도 안동시,1008240,405,408337200,434671200,43467120,478138320,N,세금계산서,ASP발급,청구
T0229,2024-06-30,2024,2024-06,C02,경상남도 김해시,1432530,409,585904770,585904770,58590477,644495247,N,세금계산서,ASP발급,청구
T0230,2024-06-30,2024,2024-06,C19,경기도 시흥시,288630,400,115452000,115452000,11545200,126997200,N,세금계산서,ASP발급,청구
T0231,2024-06-30,2024,2024-06,C04,부산광역시 수영구,7735176,9,68069549,68069549,6806954,74876503,N,세금계산서,ASP발급,청구
T0232,2024-06-30,2024,2024-06,C03,서울특별시 송파구,490690,380,186462200,186462200,18646220,205108420,N,세금계산서,ASP발급,청구
T0233,2024-06-30,2024,2024-06,C03,서울특별시 송파구,-490690,380,-186462200,-186462200,-18646220,-205108420,Y,수정세금계산서,ASP발급,청구
T0234,2024-06-30,2024,2024-06,C03,서울특별시 송파구,240690,377,90740130,90740130,9074013,99814143,Y,수정세금계산서,ASP발급,청구
T0235,2024-06-30,2024,2024-06,C08,경기도 용인시,16,20000,320000,147300700,14730070,162030770,N,세금계산서,ASP발급,청구
T0236,2024-06-30,2024,2024-06,C15,경기도 용인시,52880,390,20623200,49572600,4957260,54529860,N,세금계산서,ASP발급,청구
T0237,2024-06-30,2024,2024-06,C15,경기도 용인시,,,939139,4230589,423058,4653647,N,세금계산서,ASP발급,청구
T0238,2024-06-30,2024,2024-06,C01,경상북도 안동시,28410,400,11364000,11364000,1136400,12500400,N,세금계산서,ASP발급,청구
T0239,2024-06-30,2024,2024-06,C15,경기도 용인시,,,-939139,-4230589,-423058,-4653647,Y,수정세금계산서,ASP발급,청구
T0240,2024-06-30,2024,2024-06,C17,서울특별시 송파구,23700,413,9788100,9788100,978810,10766910,N,세금계산서,ASP발급,청구
T0241,2024-06-30,2024,2024-06,C03,서울특별시 송파구,80430,406,32654580,53408860,5340886,58749746,N,세금계산서,ASP발급,청구
T0242,2024-06-30,2024,2024-06,C31,서울특별시 송파구,24540,423,10380420,10380420,1038042,11418462,N,세금계산서,ASP발급,청구
T0243,2024-06-30,2024,2024-06,C03,서울특별시 송파구,57750,365,21078750,21078750,2107875,23186625,N,세금계산서,ASP발급,청구
T0244,2024-06-30,2024,2024-06,C30,부산광역시 중구,128910,29,3738390,4902798,490279,5393077,N,세금계산서,ASP발급,청구
T0245,2024-06-30,2024,2024-06,C03,서울특별시 송파구,2022043,13,26286559,30573087,3057307,33630394,N,세금계산서,ASP발급,청구
T0246,2024-06-30,2024,2024-06,C03,서울특별시 송파구,2,580000,1160000,1160000,116000,1276000,N,세금계산서,ASP발급,청구
